order_detail_id,transaction_status,created_at,modified_at,payment_date,estimated_delivery_date,receive_date,comment, shippng_fee ,tax_rate,user_id,payment_method_id
922,Completed,9/17/2022 14:34:31,5/23/2018 1:09:54,11/8/2020 4:11:38,11/11/2020 4:11:38,11/13/2020 4:11:38,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum., $ 36.00 ,7%,6364,3339
923,Completed,4/28/2017 22:10:38,9/16/2018 9:51:08,12/22/2017 5:30:24,12/25/2017 5:30:24,12/27/2017 5:30:24,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 48.00 ,10%,8905,6277
924,Failed,5/20/2019 16:35:36,11/19/2022 12:02:03,5/4/2019 12:39:59,5/7/2019 12:39:59,5/9/2019 12:39:59,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.", $ 43.00 ,7%,11,2469
925,Ongoing,7/1/2017 1:53:29,6/3/2021 15:16:45,4/16/2016 7:32:52,4/19/2016 7:32:52,4/21/2016 7:32:52,"Sed ante. Vivamus tortor. Duis mattis egestas metus.
Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.", $ 40.00 ,7%,8549,3940
926,Ongoing,6/11/2018 4:18:08,12/15/2018 8:10:37,11/28/2021 0:05:26,12/1/2021 0:05:26,12/3/2021 0:05:26,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.", $ 13.00 ,15%,5908,6335
927,Failed,12/26/2020 8:01:01,12/3/2018 9:15:30,5/9/2018 7:14:45,5/12/2018 7:14:45,5/14/2018 7:14:45,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio., $ 19.00 ,7%,1201,1537
928,Failed,11/4/2021 9:18:15,2/18/2021 1:02:04,12/21/2016 8:17:24,12/24/2016 8:17:24,12/26/2016 8:17:24,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.
Fusce consequat. Nulla nisl. Nunc nisl.", $ 49.00 ,7%,8002,1600
929,Completed,11/19/2021 8:33:56,2/21/2020 13:09:47,9/4/2021 5:01:03,9/7/2021 5:01:03,9/9/2021 5:01:03,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.", $ 21.00 ,10%,4089,5009
930,Completed,6/4/2016 2:25:40,11/6/2021 14:08:37,10/6/2016 2:25:33,10/9/2016 2:25:33,10/11/2016 2:25:33,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.", $ 39.00 ,7%,3460,2441
931,Failed,12/25/2019 0:41:05,6/30/2022 22:34:38,1/2/2020 10:12:50,1/5/2020 10:12:50,1/7/2020 10:12:50,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.", $ 45.00 ,10%,3491,1810
932,Ongoing,7/11/2020 10:12:19,9/16/2018 8:41:52,5/2/2016 2:02:05,5/5/2016 2:02:05,5/7/2016 2:02:05,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.", $ 38.00 ,15%,5914,394
933,Failed,10/22/2017 16:23:35,11/5/2019 13:34:36,2/24/2022 14:48:58,2/27/2022 14:48:58,3/1/2022 14:48:58,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.", $ 13.00 ,10%,3267,3207
934,Ongoing,10/20/2022 6:57:12,6/9/2022 1:43:06,7/29/2021 8:58:25,8/1/2021 8:58:25,8/3/2021 8:58:25,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Phasellus in felis. Donec semper sapien a libero. Nam dui.", $ 27.00 ,15%,918,6827
935,Completed,11/1/2018 16:30:47,12/12/2022 7:07:42,9/24/2017 0:19:18,9/27/2017 0:19:18,9/29/2017 0:19:18,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.", $ 25.00 ,15%,2481,583
936,Failed,7/2/2017 7:57:22,8/5/2018 1:51:10,5/19/2021 6:54:23,5/22/2021 6:54:23,5/24/2021 6:54:23,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 49.00 ,10%,8253,6558
937,Failed,9/29/2021 22:49:53,5/22/2017 23:59:13,10/2/2017 4:32:08,10/5/2017 4:32:08,10/7/2017 4:32:08,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque., $ 16.00 ,7%,1493,3402
938,Failed,12/30/2019 8:44:38,12/3/2018 15:48:08,11/10/2018 2:58:20,11/13/2018 2:58:20,11/15/2018 2:58:20,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 34.00 ,10%,1047,6579
939,Completed,8/14/2021 3:26:08,10/16/2016 13:41:12,10/24/2019 13:51:29,10/27/2019 13:51:29,10/29/2019 13:51:29,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit., $ 44.00 ,10%,8054,5627
940,Failed,3/6/2018 21:37:37,12/27/2017 17:40:27,2/27/2021 19:56:44,3/2/2021 19:56:44,3/4/2021 19:56:44,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.", $ 35.00 ,15%,3218,6636
941,Failed,6/7/2016 12:07:22,9/14/2020 20:56:16,5/31/2022 13:09:58,6/3/2022 13:09:58,6/5/2022 13:09:58,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.", $ 21.00 ,7%,2758,1138
942,Failed,2/29/2020 3:35:08,6/13/2022 13:24:25,4/27/2022 5:05:35,4/30/2022 5:05:35,5/2/2022 5:05:35,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.", $ 23.00 ,10%,7347,2224
943,Ongoing,3/18/2019 20:42:53,7/6/2017 23:56:08,8/18/2018 18:33:58,8/21/2018 18:33:58,8/23/2018 18:33:58,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.", $ 47.00 ,15%,4260,3198
944,Completed,5/7/2017 1:21:56,1/24/2021 19:52:24,4/7/2022 9:23:10,4/10/2022 9:23:10,4/12/2022 9:23:10,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.", $ 36.00 ,10%,2966,476
945,Failed,9/20/2021 3:51:03,4/25/2020 21:23:39,2/20/2020 8:04:11,2/23/2020 8:04:11,2/25/2020 8:04:11,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.", $ 48.00 ,10%,8225,2035
946,Ongoing,9/30/2019 9:25:39,5/18/2017 13:40:04,10/14/2021 13:02:30,10/17/2021 13:02:30,10/19/2021 13:02:30,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.", $ 29.00 ,10%,6146,4129
947,Failed,8/1/2018 1:16:54,7/9/2020 18:45:31,4/30/2017 5:50:16,5/3/2017 5:50:16,5/5/2017 5:50:16,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.
Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.
In congue. Etiam justo. Etiam pretium iaculis justo.", $ 30.00 ,10%,3072,880
948,Failed,3/7/2021 1:02:04,8/12/2017 5:24:21,3/4/2019 8:04:11,3/7/2019 8:04:11,3/9/2019 8:04:11,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.", $ 26.00 ,7%,1156,5761
949,Completed,3/3/2020 17:38:22,8/28/2018 18:03:54,1/10/2021 23:23:09,1/13/2021 23:23:09,1/15/2021 23:23:09,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.", $ 19.00 ,15%,9614,352
950,Completed,9/25/2019 4:41:09,3/18/2022 11:07:09,10/27/2021 22:46:24,10/30/2021 22:46:24,11/1/2021 22:46:24,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.", $ 20.00 ,10%,2444,5507
951,Completed,8/19/2019 9:43:55,8/30/2020 22:55:36,1/13/2018 17:18:24,1/16/2018 17:18:24,1/18/2018 17:18:24,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat., $ 46.00 ,10%,9130,1401
952,Failed,7/29/2017 17:31:49,2/9/2022 22:22:54,12/26/2017 10:16:41,12/29/2017 10:16:41,12/31/2017 10:16:41,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.", $ 21.00 ,15%,4021,3389
953,Ongoing,12/20/2020 16:21:20,8/20/2022 17:45:30,7/13/2017 9:54:40,7/16/2017 9:54:40,7/18/2017 9:54:40,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.", $ 21.00 ,7%,4941,1290
954,Failed,1/6/2017 16:36:53,8/24/2016 9:36:24,6/29/2016 12:12:27,7/2/2016 12:12:27,7/4/2016 12:12:27,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.
Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.", $ 19.00 ,7%,4913,1999
955,Completed,1/1/2020 4:14:53,10/8/2022 21:52:27,1/17/2017 7:16:53,1/20/2017 7:16:53,1/22/2017 7:16:53,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.", $ 44.00 ,15%,9932,5552
956,Failed,6/11/2017 2:05:51,9/4/2022 23:17:49,2/4/2019 11:38:13,2/7/2019 11:38:13,2/9/2019 11:38:13,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.", $ 14.00 ,10%,5273,3847
957,Ongoing,8/2/2020 14:49:58,1/5/2017 10:40:46,7/3/2019 10:16:09,7/6/2019 10:16:09,7/8/2019 10:16:09,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.
Fusce consequat. Nulla nisl. Nunc nisl.
Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.", $ 21.00 ,10%,6727,1931
958,Failed,6/15/2019 8:41:35,4/28/2018 1:44:29,10/12/2022 15:25:26,10/15/2022 15:25:26,10/17/2022 15:25:26,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.
Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.", $ 47.00 ,10%,2235,3009
959,Completed,6/23/2016 11:51:59,9/9/2020 18:47:12,8/7/2017 14:44:12,8/10/2017 14:44:12,8/12/2017 14:44:12,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.", $ 29.00 ,10%,7354,6911
960,Ongoing,5/20/2016 7:07:03,6/11/2018 12:42:57,3/19/2018 5:45:05,3/22/2018 5:45:05,3/24/2018 5:45:05,"Sed ante. Vivamus tortor. Duis mattis egestas metus.
Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.", $ 20.00 ,10%,7051,6539
961,Completed,9/21/2017 6:58:01,1/10/2020 15:20:44,7/5/2017 14:50:48,7/8/2017 14:50:48,7/10/2017 14:50:48,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.", $ 21.00 ,10%,5722,5218
962,Ongoing,1/15/2018 19:04:28,9/10/2018 6:02:33,2/17/2022 8:41:27,2/20/2022 8:41:27,2/22/2022 8:41:27,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 43.00 ,15%,2451,4161
963,Completed,5/17/2020 11:46:50,5/28/2018 5:45:47,8/21/2021 1:15:49,8/24/2021 1:15:49,8/26/2021 1:15:49,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.", $ 33.00 ,15%,3252,5311
964,Failed,4/7/2020 12:12:34,10/25/2022 6:01:25,5/5/2022 15:41:56,5/8/2022 15:41:56,5/10/2022 15:41:56,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.", $ 49.00 ,7%,8812,5326
965,Ongoing,1/17/2016 23:14:56,10/19/2021 10:01:39,12/12/2017 20:44:26,12/15/2017 20:44:26,12/17/2017 20:44:26,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.", $ 16.00 ,7%,6381,159
966,Ongoing,10/4/2017 0:13:10,7/15/2019 1:23:23,9/9/2016 1:41:30,9/12/2016 1:41:30,9/14/2016 1:41:30,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 28.00 ,7%,9390,380
967,Failed,6/21/2020 12:04:43,8/17/2019 15:11:14,2/9/2018 16:15:55,2/12/2018 16:15:55,2/14/2018 16:15:55,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.", $ 35.00 ,7%,3970,1011
968,Ongoing,3/14/2019 4:39:39,2/21/2022 19:45:48,2/13/2021 6:07:22,2/16/2021 6:07:22,2/18/2021 6:07:22,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.", $ 42.00 ,15%,3549,6268
969,Completed,3/9/2018 9:43:12,1/18/2019 15:28:23,6/2/2020 23:36:09,6/5/2020 23:36:09,6/7/2020 23:36:09,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.", $ 49.00 ,10%,3864,1380
970,Ongoing,8/1/2018 19:26:43,9/2/2019 22:23:41,9/2/2021 0:43:02,9/5/2021 0:43:02,9/7/2021 0:43:02,"In congue. Etiam justo. Etiam pretium iaculis justo.
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.", $ 30.00 ,7%,5387,216
971,Failed,12/14/2022 23:14:49,6/9/2017 10:19:24,4/22/2020 8:20:19,4/25/2020 8:20:19,4/27/2020 8:20:19,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.", $ 21.00 ,15%,6047,3186
972,Ongoing,6/3/2018 19:01:56,4/15/2019 20:03:49,2/2/2022 15:33:37,2/5/2022 15:33:37,2/7/2022 15:33:37,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Sed ante. Vivamus tortor. Duis mattis egestas metus.", $ 36.00 ,10%,6106,2825
973,Ongoing,7/9/2021 9:31:55,7/13/2016 20:12:32,11/16/2017 7:28:48,11/19/2017 7:28:48,11/21/2017 7:28:48,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 32.00 ,7%,6174,2367
974,Completed,2/7/2020 5:38:17,4/4/2018 3:55:06,5/12/2018 22:04:12,5/15/2018 22:04:12,5/17/2018 22:04:12,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.", $ 20.00 ,10%,7482,4126
975,Ongoing,11/26/2017 7:26:28,6/24/2022 10:10:27,9/20/2022 14:58:18,9/23/2022 14:58:18,9/25/2022 14:58:18,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 43.00 ,15%,8123,817
976,Failed,8/4/2017 1:17:38,8/7/2018 18:30:41,5/6/2020 10:11:33,5/9/2020 10:11:33,5/11/2020 10:11:33,"Fusce consequat. Nulla nisl. Nunc nisl.
Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.", $ 17.00 ,15%,1407,6414
977,Failed,3/24/2019 13:36:38,10/27/2019 8:14:21,1/24/2016 21:28:17,1/27/2016 21:28:17,1/29/2016 21:28:17,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Phasellus in felis. Donec semper sapien a libero. Nam dui.
Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.", $ 36.00 ,10%,9187,4099
978,Failed,5/4/2018 3:01:51,4/24/2017 18:42:16,4/26/2018 7:14:27,4/29/2018 7:14:27,5/1/2018 7:14:27,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus., $ 22.00 ,15%,5090,4483
979,Ongoing,10/27/2022 5:26:34,2/14/2021 4:17:35,11/29/2020 10:12:42,12/2/2020 10:12:42,12/4/2020 10:12:42,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.
In congue. Etiam justo. Etiam pretium iaculis justo.
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.", $ 50.00 ,10%,2145,168
980,Failed,12/22/2018 11:05:04,10/17/2018 4:18:05,2/9/2018 6:35:45,2/12/2018 6:35:45,2/14/2018 6:35:45,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 37.00 ,15%,1450,3439
981,Ongoing,2/16/2017 22:12:31,10/14/2022 5:03:28,9/26/2019 12:34:26,9/29/2019 12:34:26,10/1/2019 12:34:26,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum., $ 49.00 ,7%,6799,451
982,Failed,3/15/2019 6:52:51,10/28/2019 2:50:43,3/4/2018 4:35:28,3/7/2018 4:35:28,3/9/2018 4:35:28,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 12.00 ,7%,736,1071
983,Completed,8/18/2017 23:05:47,3/19/2021 17:07:34,12/11/2020 23:37:44,12/14/2020 23:37:44,12/16/2020 23:37:44,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio., $ 17.00 ,10%,292,915
