product_id,cart_id,quantity
1884,1484,12
2804,1336,19
966,3774,17
966,5109,10
1719,2953,13
1019,7286,3
1624,1596,19
159,890,1
530,2696,12
2484,6199,11
1815,8601,2
1402,4880,7
274,8965,8
1632,2430,5
2174,9050,17
918,7639,17
759,9490,2
107,8374,8
1425,4203,11
303,2968,11
2012,328,8
1469,6653,2
2655,6729,18
2249,3004,2
2474,493,2
1482,3685,1
696,2018,4
2892,2680,10
287,2500,20
858,7525,12
2887,4958,17
1958,3318,3
21,4296,8
1718,794,9
2524,9358,12
2601,7602,12
926,2489,16
763,9010,1
1559,9909,16
443,7212,14
287,268,5
2440,5705,18
578,3339,8
2965,2,12
668,5945,10
2090,8345,7
2773,6257,7
1956,5741,6
741,9694,9
2284,3242,12
1516,2064,2
2329,8197,14
45,6688,1
2192,3417,8
1292,8266,2
65,6575,7
2372,4618,5
1973,684,20
2067,8556,3
1611,1217,14
1558,2341,20
1781,2086,16
1740,1078,12
464,6837,3
1249,4285,13
34,1274,12
2112,5468,3
123,1576,14
1734,2169,10
155,7417,6
1790,6456,15
2994,1647,5
2160,1545,13
967,7777,5
677,1053,17
2188,9488,4
1405,5778,3
2446,5244,10
2125,9745,3
485,7954,3
2550,4123,17
1425,8787,20
487,9421,5
1062,4328,4
2290,3798,15
310,3027,2
1686,7301,8
1813,5710,12
716,8126,19
1708,2992,14
2486,583,14
394,1669,9
740,4181,9
2241,1435,9
500,6149,12
264,979,4
1985,3670,2
635,9074,10
2468,8291,19
2227,6715,8
2209,258,3
1452,2614,1
96,132,4
1106,8021,10
330,5013,7
1603,1445,5
2731,6183,1
2285,7451,10
2818,9170,2
999,1575,16
1304,9304,16
970,9960,8
640,79,18
1386,4524,1
1403,5236,16
1040,3323,15
2078,1821,13
587,9651,10
2956,1822,3
1413,62,1
615,6747,18
2989,737,8
834,8043,11
809,7778,16
632,7983,1
235,1465,11
2767,105,20
1794,8235,19
1996,5799,5
1614,9944,1
2222,7913,2
1873,5476,18
588,2678,17
1740,9362,17
2422,5511,11
1329,9796,16
1594,2898,19
1539,481,3
2361,3311,19
2367,7507,18
2799,2480,15
1619,1742,16
1653,8282,14
1937,6074,1
333,4493,17
2480,4522,8
171,636,11
1437,410,19
2165,2857,4
2967,4244,14
2825,2037,15
1265,8941,12
283,5019,5
2743,2947,17
414,852,11
2907,7343,18
813,206,9
2409,5223,1
310,4545,7
2002,3818,19
2373,5283,13
1212,7418,6
2737,7978,15
2455,2199,14
2726,4692,8
2085,9472,13
1686,9055,17
1354,8239,12
278,4423,20
1998,9850,11
960,9945,5
2043,12,3
2177,2534,12
1349,6625,19
2523,2930,17
300,5539,19
2672,310,4
2296,1988,1
252,4821,2
101,9444,6
52,8879,7
1614,3192,19
2294,2849,5
1012,5741,20
2827,5786,9
1769,263,7
592,7930,10
2700,5709,11
1897,4873,6
1534,9674,19
2685,8332,20
541,8202,17
1259,620,8
503,3644,17
686,7847,13
2725,4718,3
288,5092,17
2440,6692,19
2333,7845,13
1654,3099,9
1904,1558,3
1356,4668,10
2220,1801,12
785,1796,4
1854,3943,15
2739,6593,19
2766,4245,7
2440,1328,20
2018,5362,20
255,6344,7
1119,3477,4
1354,768,14
1055,2174,1
2685,9457,17
2077,8820,12
2055,4862,11
2783,2206,19
2739,138,9
1202,8736,19
2394,1754,14
1542,7132,10
2717,4972,5
1601,5686,6
724,2178,16
2321,9320,13
832,2715,20
2395,7254,17
463,8474,16
695,2895,15
299,4105,7
637,797,11
2875,5783,2
2597,7270,19
1019,1653,6
401,587,1
1033,8402,13
682,8911,20
2948,7025,15
2975,2320,13
32,1436,18
2402,3746,18
2921,2809,13
2468,9677,20
538,1572,20
2124,8284,1
863,6214,5
2772,1647,14
821,1132,20
407,2245,10
2947,4546,16
1684,7300,13
378,6370,14
204,9326,15
2373,6225,11
2033,6782,7
2229,4401,3
2981,5535,18
2000,6496,12
2922,3468,15
2897,3125,8
818,6527,9
2105,4018,6
1754,2381,1
975,5022,4
2253,6278,9
42,3084,5
2352,4289,4
55,8823,4
99,9556,19
1576,6327,10
2476,3188,10
618,2689,14
1628,9701,1
67,4479,18
179,7297,16
2310,8759,1
411,1441,17
1636,3000,14
2795,133,6
770,1733,8
1713,5687,7
2804,184,17
993,8755,14
2951,3456,4
1647,9549,9
941,7766,12
92,846,14
549,1439,2
1384,185,17
1203,2957,7
1893,945,11
1875,1657,12
422,5513,18
2400,357,1
1529,8846,19
1114,5053,14
449,8303,3
2508,3256,19
2288,9947,2
553,2734,16
510,2719,10
268,6449,17
70,8164,17
1939,7033,17
118,3982,13
1483,6906,12
1023,6917,18
689,4304,17
2594,2511,17
2331,4354,1
58,2652,10
1170,623,13
1258,3629,3
95,1182,10
1235,8372,12
809,3400,2
2199,2720,12
1354,9918,7
641,1747,17
2191,319,7
1133,3584,1
1717,7002,15
2092,3493,8
784,1998,17
1362,4669,4
2736,3558,2
2049,6939,11
2290,6290,20
2108,3821,10
1650,7431,12
2312,8946,12
1024,233,11
1415,7284,7
47,5903,12
1520,5697,4
12,340,12
1519,2745,7
2538,5177,4
2126,4235,15
1849,3114,18
1940,9433,20
888,958,6
396,2126,1
1601,5465,20
1683,488,14
2970,4300,8
73,3094,1
277,9068,16
1756,4139,4
2252,8259,3
2658,6098,3
1636,3580,14
1755,569,11
1331,3800,8
2787,8927,15
224,1126,2
1524,789,20
1328,7960,6
941,5123,11
735,8496,1
2911,2314,2
723,3297,16
681,4795,1
1868,4074,20
2298,3986,3
2414,5280,10
800,5711,19
952,3703,7
2050,8914,3
1493,3499,6
1175,972,11
2670,3390,17
1127,154,8
2396,3280,18
2747,3492,11
1227,7042,15
1000,8500,1
1697,6643,16
1869,5567,5
1293,4287,9
544,5557,15
956,5398,2
355,3848,16
1031,6819,10
1934,8123,20
2543,4612,14
2824,6225,16
2426,1681,11
1522,1837,13
1458,1698,1
2435,7302,18
50,6458,18
2460,3024,17
1634,4922,4
1837,3409,1
246,4405,19
1251,7732,11
2187,5268,2
1077,6453,8
555,7237,8
1601,6065,9
2562,7273,12
1380,8280,12
29,9491,12
2817,8075,9
2370,7719,16
80,3676,2
1810,1188,11
1630,4723,20
1161,5856,11
2585,674,5
143,4836,4
2621,3738,2
178,5232,15
45,1377,11
650,8742,19
483,5507,12
2484,5126,11
1456,5191,5
1424,1080,14
142,8633,1
2633,9095,19
2161,9039,19
1095,8164,7
193,8200,13
308,9210,1
175,5897,12
686,6006,3
363,2410,12
2094,7169,8
461,3839,9
623,6374,3
588,4800,11
1720,7678,13
2183,2652,9
847,7291,4
967,9983,17
783,5246,6
2075,4059,19
2471,3211,10
2193,541,14
112,2838,10
2429,4568,17
1939,1927,10
2135,1525,11
499,9723,20
1754,7095,18
2093,3711,13
1069,6885,15
1617,6282,11
2931,8610,12
978,3122,13
2534,9045,4
1485,5554,5
2705,6279,19
1632,5470,16
1044,8858,18
818,4854,20
564,3842,10
2446,8020,11
2845,8207,10
1118,5919,4
2490,3296,2
2039,667,4
551,1624,17
271,8750,6
2721,4330,19
2887,2045,11
2909,6499,6
1845,2546,19
1549,5451,15
1206,4813,19
2041,3660,11
1164,6941,17
1252,6206,8
860,8195,20
334,1402,19
2576,8158,8
2592,9537,8
235,6793,11
2692,6447,16
1164,7606,7
824,6906,18
240,2104,13
2161,4677,13
2435,4954,4
2911,6564,16
2710,7280,12
859,3026,15
258,3791,10
623,7083,16
2619,6195,10
1918,1422,12
1586,5600,16
373,4113,17
1598,5086,19
2504,322,3
1155,6963,20
32,8212,14
298,8746,17
1159,5011,5
2535,5662,10
1639,5562,17
154,3516,3
553,2617,7
546,3677,19
696,1383,4
129,6185,8
2318,1562,10
1118,8922,11
867,7956,9
2933,1309,3
2907,6043,14
1297,3039,2
2126,5303,18
1180,9432,16
2488,61,13
2090,9537,20
2937,2763,18
807,5218,9
2557,6496,3
1366,5160,19
743,4001,15
2992,7617,8
441,6781,6
2016,7466,9
981,6283,8
1583,3816,4
37,5839,9
9,3305,11
16,7259,16
1912,4988,12
2992,5114,13
2879,6136,9
1726,8971,15
2607,4589,7
168,3777,13
2597,4925,11
1092,9261,14
2749,9334,18
2550,4467,7
599,3764,14
949,5422,18
477,8885,14
1801,5305,13
74,9264,12
1075,3479,9
1753,2730,8
431,4344,16
1402,2304,9
1060,9283,6
1722,1800,1
43,6083,16
1895,1754,12
2857,4301,19
2657,7947,14
1293,2251,17
2708,452,3
1591,9850,18
2088,6559,10
168,651,6
984,7864,2
2146,8409,9
2289,6329,16
764,6553,9
1981,9651,9
2116,9596,1
1776,5465,4
1174,839,11
2019,1632,16
2106,1408,14
2988,5461,7
1111,7916,17
1729,4561,14
891,4414,12
1787,1997,3
719,4275,3
2124,6543,16
1744,7729,14
1822,7453,15
549,5476,19
574,1910,14
225,799,6
2210,1111,2
1874,5369,6
2746,8978,5
963,4295,11
364,1160,15
1508,6355,13
83,4196,15
373,6755,17
102,7329,20
2937,3649,8
298,6905,6
2928,977,12
1514,4150,6
2972,9660,20
805,7179,9
471,5670,6
309,2672,6
248,6832,6
2876,9022,17
1139,3327,14
2609,2753,6
2706,8610,12
669,2592,6
1793,4920,4
2375,9022,13
1740,8533,1
1087,2038,19
2374,5619,3
829,1000,4
2986,6906,5
711,50,4
351,3465,1
2375,1976,11
1669,2959,15
1830,6301,8
2400,4686,20
635,1776,8
2153,7984,10
2784,4559,4
1634,5180,17
1330,5753,4
2765,1508,13
556,2449,17
110,7570,18
1740,6018,12
82,8292,12
2702,8614,13
984,7203,13
551,1251,20
1743,8625,16
2337,4299,17
1471,8490,13
855,8251,15
1422,8212,6
1000,302,9
2915,5031,9
1037,1788,20
1900,6823,3
1796,5649,9
1459,3148,13
2216,9320,9
1172,6761,14
233,1357,19
386,8643,8
806,3633,18
273,3232,11
704,1212,17
1867,850,16
2620,9602,10
961,8716,11
511,1635,2
807,6398,7
2776,871,16
2551,2572,15
1806,4356,4
643,7491,12
1488,8544,11
97,5276,19
2695,8926,17
307,5961,2
1561,6684,9
2723,3921,14
2184,6853,12
162,4874,5
185,8833,10
2234,1916,4
2441,5567,3
550,4034,7
2312,5620,18
171,1180,17
1216,8341,3
1584,4401,12
593,6028,3
1259,9548,10
1022,5793,20
1111,9120,6
2474,3914,1
1671,9594,7
2934,5679,5
1194,5620,12
1703,6962,14
715,7627,18
2618,276,16
194,4111,10
65,7432,9
1521,3224,3
2352,4901,8
2388,2649,8
2691,2750,14
1871,340,17
1505,6793,2
1234,7932,12
2876,9316,20
2759,764,5
55,964,3
697,3989,10
750,4708,15
1266,9509,11
2316,8467,2
2634,8011,2
1682,1891,13
2185,9558,2
132,2971,5
2006,3714,12
2664,4017,14
324,332,2
331,3542,4
2689,7827,2
361,9908,4
648,226,8
1230,5095,17
2870,4569,13
866,8441,13
377,8606,1
2455,3108,15
1459,6304,11
1521,4693,4
1829,6770,1
316,5860,11
582,5970,13
489,1925,15
2184,561,1
2331,5749,16
128,8298,17
26,1278,14
2458,9540,1
2445,1007,4
2384,2416,18
1637,5392,8
2789,8937,12
773,551,3
2115,7934,14
1523,3069,18
1707,955,12
582,7626,15
989,325,1
892,9564,1
1305,1433,4
1442,2400,6
2974,9064,5
2861,1143,20
1208,6344,20
1308,9745,17
1311,3793,6
1792,3115,7
1971,171,3
2459,6043,16
1864,9587,6
998,7722,20
911,4809,12
1950,8084,20
1041,2297,15
776,1990,19
560,3299,18
2386,7829,6
2098,8906,15
1798,5912,5
2757,7478,7
2452,9161,16
2501,5839,12
2842,8206,12
986,2367,4
751,6603,15
2068,262,2
808,269,19
1867,3041,8
1046,1443,16
1894,5539,8
1926,8948,8
1701,1611,4
1065,7672,18
2564,2217,6
1909,5258,2
2731,2941,7
1527,8749,17
1882,195,16
2727,9289,13
215,7782,17
1000,6304,16
265,6038,16
2453,1192,6
2582,1113,17
697,3582,4
1126,1807,15
2495,4357,7
1834,1638,6
169,9705,18
929,8237,20
253,9696,16
1958,5652,4
283,5606,11
2196,5575,17
2010,9251,12
1457,4754,14
2697,8913,7
2564,32,16
560,3297,2
1130,2287,4
1381,2949,20
2007,2381,8
1766,7554,9
1015,7760,16
1499,4560,8
1601,7982,19
1881,6175,14
1888,2046,10
250,6528,4
1673,4269,12
85,1737,6
2902,8654,18
970,2939,2
849,2554,12
274,5681,7
1888,8005,3
2001,102,14
1447,5916,6
1686,1291,15
1473,2326,19
504,1332,19
1760,3879,17
1488,6666,14
2519,8483,9
495,1238,16
1132,7611,15
918,6904,4
1472,4905,20
36,4041,12
283,6459,5
1053,3203,5
1021,6586,19
2510,882,17
130,7756,9
688,1493,4
2948,9091,18
2534,3059,4
330,7082,16
1223,4773,14
1308,8476,11
980,1750,6
1020,5379,9
2811,1432,18
1033,9076,18
1129,9839,4
2631,2693,11
2360,6472,3
706,5237,13
871,8210,7
329,5683,18
2280,3773,5
1648,6213,16
2311,7093,2
2515,7497,5
149,5338,13
589,5743,5
1001,2864,2
1884,4139,5
703,7796,17
982,9043,14
2385,2088,9
882,1032,17
2765,7330,16
2607,389,9
856,7528,16
1912,7110,12
915,1705,3
341,3829,11
107,5349,7
397,1490,14
1851,2064,14
983,8081,7
225,8792,9
776,9546,4
2486,7788,5
2699,4221,19
196,1254,8
1689,1022,16
2943,4854,5
95,1360,5
2190,868,13
1018,2726,3
644,1857,17
1048,1193,19
2145,9438,1
79,2303,19
2702,8137,16
299,7054,11
811,917,2
89,7581,5
854,5305,5
2376,6870,18
2526,8460,12
2110,8107,20
2079,6858,14
715,2324,4
1529,4549,4
1935,1583,9
2035,576,10
2874,8396,9
709,5685,1
907,8150,17
1282,4866,12
2440,8505,5
126,1690,6
334,9732,11
1184,3391,20
1711,463,2
1693,9816,19
159,9960,4
1171,1913,6
2397,7610,9
2781,5517,12
1642,2625,9
880,7536,5
452,7641,9
1471,5026,7
228,3027,9
442,3318,14
1797,8890,4
2541,9653,10
2342,7130,5
1936,538,15
1983,134,14
1118,8139,2
1674,8003,12
2737,6859,2
2914,5324,17
2264,1310,14
2551,7670,11
173,1045,15
2509,9104,12
536,2792,17
1227,5197,1
530,3975,4
1647,2431,18
831,598,13
2402,8620,4
1085,1242,13
984,189,15
1536,7048,4
976,9127,11
2429,4840,2
2087,4280,1
1211,8658,13
922,830,2
868,103,7
51,6353,13
2696,3372,13
1307,8389,7
259,9387,14
2039,4084,16
654,9859,8
2840,7782,19
81,5821,17
335,3692,11
2171,2448,9
2858,2601,11
1040,8840,12
1235,9260,8
2105,5715,15
465,9380,17
2914,8222,7
2679,6344,2
1400,4759,16
1538,677,18
740,4841,6
682,3337,15
2620,739,6
521,3898,1
831,4487,6
666,9117,2
380,6390,9
364,7186,12
2422,5725,1
1373,9596,6
2360,2927,16
1628,1072,4
64,4007,6
511,8986,13
2947,7985,16
2659,6066,18
2153,2030,9
2326,3822,12
461,4061,13
2789,1864,6
217,680,16
1169,9075,6
258,8320,12
2887,3435,13
1801,5797,11
1652,6062,3
1843,7530,12
1067,2893,9
2970,3489,17
240,1274,5
381,6428,2
1140,3768,18
584,740,13
2140,3747,10
2775,3865,20
342,6045,2
1633,8656,9
2023,6108,7
1709,8711,12
2075,6193,15
1998,2855,6
2549,1097,3
1730,6681,4
2796,6270,3
2044,9220,9
1799,998,20
608,12,17
1805,169,18
1501,3534,16
1589,2152,9
1872,4224,20
540,3075,11
55,334,16
2187,553,19
1485,67,10
42,2291,18
2049,9761,18
302,7345,10
2205,4220,5
525,3718,16
606,1123,7
1161,5011,17
1230,9287,11
507,8502,20
395,8451,12
1300,5981,18
2207,2207,4
2645,8610,19
2133,6402,5
70,5479,13
1682,329,1
2388,8438,16
1729,4516,18
1091,9511,20
503,6072,17
1682,1938,8
2801,4098,1
2749,7085,17
2589,4384,10
1371,1206,11
1065,4711,15
2433,2981,7
1895,1961,12
495,3013,1
1817,6677,20
1562,3696,5
211,3643,16
1529,4303,11
2478,1846,13
2464,4543,2
2785,9274,17
1612,6352,17
2805,7397,13
970,318,2
2529,3866,17
1087,9984,20
1060,6427,15
39,5410,13
830,4936,9
2114,998,3
7,4730,9
951,1823,16
724,3528,5
2840,5796,17
231,5291,12
513,5132,7
359,9636,10
2473,2094,6
792,739,12
1379,9125,18
2369,8453,15
1767,8559,2
2766,9323,19
2922,9580,3
882,1236,17
1750,210,13
726,1762,2
2194,6443,20
1512,3415,13
2094,3545,3
1650,4802,11
287,1529,11
1736,3038,6
296,6438,12
2194,2200,9
1947,5793,1
1594,4628,12
2858,3116,17
657,5467,19
492,6206,16
2686,7110,6
1856,3754,9
329,4742,14
1073,7317,11
867,9576,6
2725,1567,13
2252,4855,2
964,6694,19
2031,5361,16
1749,7671,5
1730,2847,3
1966,6611,5
765,3137,11
615,5452,19
190,1002,5
1116,6585,4
530,3568,9
2494,1668,17
1233,3796,3
1715,2667,4
2402,1431,2
2388,1131,20
2949,8058,19
2259,9746,19
2202,6043,1
70,5422,18
1713,3141,3
1068,2562,1
2131,7358,2
2633,3811,12
850,1895,7
2465,9593,4
816,1137,14
1679,6343,7
677,3866,12
2986,1540,19
847,4242,9
1333,4825,20
488,9280,14
580,2753,2
1623,278,2
1691,7420,1
135,6090,2
1863,9597,16
471,6563,4
1933,6421,3
1858,2681,5
359,4498,16
2631,5741,9
2156,6886,18
1006,5616,7
1252,8231,9
798,9186,6
1086,5808,13
1283,5276,20
437,5830,16
1507,4838,5
43,7713,9
1034,2165,5
2702,3466,19
1639,9060,16
2112,2722,1
2020,3230,20
1602,4602,8
1887,725,1
2109,7434,2
989,599,12
2018,3787,3
943,5814,9
939,7265,12
167,4829,16
584,5561,8
2663,2535,13
44,1321,14
627,968,16
63,4133,9
1333,212,13
2053,7289,12
1238,8511,16
321,6692,7
2569,3,4
1304,4401,11
2659,5684,8
2928,9565,4
2240,1891,6
2749,7054,19
532,4395,16
1423,1742,7
2093,315,20
1772,340,6
1735,4663,15
2053,4749,15
568,349,6
1686,1455,2
2164,6363,9
295,1321,7
561,7342,4
165,7686,13
2178,1737,10
651,7883,1
2572,5616,14
1546,2546,1
2377,4258,7
2137,7444,7
1926,5980,1
1822,6492,4
971,8166,5
529,206,8
2380,7555,18
312,7628,6
1513,8287,20
782,8908,5
1570,6776,12
2288,815,7
2238,1566,20
2121,4720,6
357,5236,2
2445,669,20
1756,187,8
1087,7392,18
2201,8546,2
1845,5112,20
1218,1084,4
2354,252,11
224,342,19
989,1297,2
2526,8226,16
1346,6648,3
2628,9163,20
882,5030,1
2482,2116,1
2661,9499,19
2630,1027,19
2377,8136,1
135,5612,13
938,9676,11
2983,7237,3
1772,5595,17
2876,6422,1
1253,2181,5
1607,5202,5
1471,5740,1
2089,4373,19
172,1261,8
1701,9858,15
1645,2330,19
2454,5926,10
1471,6936,12
86,4667,11
1113,6877,15
1143,9297,9
2045,5765,14
2316,4106,12
219,3274,14
2385,1043,11
2813,8096,9
1421,4050,18
207,4429,16
1995,8971,17
2384,2541,2
872,2534,18
2581,2448,3
579,6845,15
1991,5963,9
588,995,18
1115,9662,18
2226,3526,3
576,3860,2
524,5293,15
582,7748,7
2537,2885,3
2082,1736,6
2502,6541,2
900,6121,20
868,1127,8
858,2741,16
1621,4127,10
1239,8782,6
2665,5004,20
1635,710,10
2641,7143,1
678,919,7
712,7797,6
1883,551,16
345,5910,6
304,2664,3
51,9938,7
2308,9878,2
892,2275,4
2125,7655,16
1236,7639,9
25,6771,16
2697,5921,16
895,8264,4
2441,6045,19
2390,8577,11
2895,7751,10
769,3023,9
2627,5805,3
1410,3570,19
842,1929,20
2935,5977,18
1284,3307,2
329,7882,2
502,9434,11
256,6820,20
181,8215,2
2074,5753,13
2162,177,15
1612,9609,17
1797,355,7
226,5411,10
2919,6145,2
1767,1237,8
133,6269,13
2557,5536,3
798,7377,14
1121,8056,16
828,2358,14
439,3995,8
2934,8614,11
1589,339,6
785,6175,7
1503,6368,1
2538,8920,6
1948,2084,4
1792,7433,8
749,8867,4
44,7378,2
2550,5813,13
510,1898,13
1490,4511,1
754,2884,15
2880,754,16
1869,2024,15
2156,7099,16
1396,4978,15
1932,8064,15
250,7928,18
146,4893,1
2381,5715,9
899,8603,13
923,1068,19
1508,4770,12
84,9616,6
2098,7187,12
2999,896,17
2273,8060,6
271,9917,17
510,2187,10
1670,1644,10
1841,1266,19
1788,4509,14
1700,917,3
2745,2407,4
2809,8451,19
829,4262,20
1239,9313,3
1445,8724,7
2091,7186,18
572,9713,20
1101,9092,8
1084,7985,19
2164,6659,4
590,9540,9
1808,6769,13
657,4150,20
2635,4774,15
343,5662,1
2360,6734,11
473,9504,6
2257,904,19
1137,5335,9
230,4886,1
2768,2490,5
834,2339,8
2257,197,10
2931,292,13
1832,992,1
1296,5386,18
2502,5857,2
2812,9737,7
2383,9890,19
2509,6606,15
2100,3322,16
917,4133,14
1963,190,9
126,5733,17
2966,5326,5
1825,6303,13
798,4559,5
1044,9429,14
417,6463,9
520,6838,11
1998,750,16
688,4235,9
907,5908,16
2327,8431,16
2099,23,7
2537,7835,3
1925,5471,1
1054,9393,14
2847,2453,10
1915,46,6
1089,3738,20
2389,3885,2
632,4779,16
2194,8827,12
2476,9150,3
1634,9817,7
356,9330,3
2103,2072,17
1560,1001,3
2723,5334,9
1461,4479,13
889,2891,19
1603,7537,8
424,1334,13
2637,8067,3
2582,4721,12
1045,4615,20
2449,583,13
2132,5280,17
1581,2666,5
1431,6721,8
1055,3617,20
2794,1585,10
2241,9218,13
1498,4497,7
1512,7867,3
2845,9494,17
1026,5707,2
1475,9443,17
593,9215,4
2999,5167,5
213,5684,8
2214,6927,17
976,4536,17
1868,7165,10
1946,2798,20
2593,3234,4
166,9699,2
643,5020,9
777,3665,4
646,1036,8
2208,9945,10
2790,9714,1
2621,5751,1
1148,358,4
2136,8627,9
1019,1656,9
296,1317,2
836,8890,18
689,5872,16
936,4274,9
2559,1146,8
125,6311,3
429,874,8
1757,2974,11
2734,5929,7
1113,2213,12
952,285,16
1063,9866,3
692,8945,14
1753,6133,16
1387,409,9
2971,4425,6
76,998,11
2454,1239,12
1889,2777,3
2140,9020,19
2277,7437,7
899,299,16
2281,1092,5
1839,6136,19
1699,7529,20
1670,3694,13
1428,2483,2
2839,1007,10
443,8456,6
2264,4436,6
2338,7555,9
76,9397,11
2503,9777,1
302,4444,19
1321,1818,11
1048,5290,17
1054,9312,15
1157,9632,12
1916,5735,14
2514,7366,4
2374,8107,19
909,8779,1
2546,1834,7
509,6334,3
1332,383,15
379,2588,6
191,5143,6
760,7393,19
1266,4183,18
2114,4873,4
559,7527,15
2425,3421,10
1426,9823,15
1483,7381,13
2480,7420,8
2642,4847,9
2977,6173,14
1590,3411,18
2406,3922,16
2606,1572,1
2844,9314,1
2455,3083,19
1068,8266,16
906,811,1
1425,4165,18
1875,4894,14
1425,6236,17
527,2248,15
2457,7317,11
1578,4006,6
2167,2307,9
386,8552,19
1972,8491,15
2667,7632,17
2046,9963,7
349,4926,9
481,8775,4
2007,1816,20
1366,2968,8
1604,6131,16
2124,6160,15
7,1931,14
1930,9179,7
2776,3214,17
2648,2693,6
351,1298,8
2712,1922,2
1521,5037,13
642,3086,5
1499,8481,4
1451,3905,17
2315,1610,16
472,1560,2
259,3996,1
267,5193,8
898,7243,4
2898,2306,7
1477,1459,13
245,9842,20
2295,1560,6
1317,9048,20
2816,6521,7
792,5476,14
2488,5545,1
7,898,17
1749,9340,7
1357,6288,18
723,7939,8
689,4938,11
1258,2759,20
1900,2740,17
23,4587,1
2072,775,16
2354,8946,6
2197,580,3
2825,9580,11
2935,8708,12
2293,1747,4
2826,7704,10
699,2439,12
2576,1060,7
1456,720,10
324,9859,11
2853,9999,13
2287,5751,4
1048,5477,4
2660,5225,18
1647,5122,14
745,2245,10
2289,5743,1
796,3488,15
1509,6943,19
1935,2636,12
2425,3382,16
1682,7203,18
581,8953,17
2438,4808,16
1806,7503,3
582,1948,12
68,1881,4
2553,390,13
2396,2759,15
1168,7048,17
1603,8106,9
1865,7507,17
2432,3916,11
1285,524,10
42,3096,7
481,7225,3
2498,6897,16
777,285,18
1875,7258,2
1202,3029,13
2071,7618,13
166,8601,1
1973,8488,15
470,4657,20
2584,5153,19
2399,8378,8
2619,1708,14
2900,1198,1
2280,5023,11
223,7901,14
701,6728,15
703,3477,16
1572,1748,4
90,5329,3
1670,9859,16
263,2437,15
243,7168,6
2816,5469,12
2186,7911,8
1499,8502,10
755,2534,13
2448,9133,18
540,5429,4
1586,6674,12
2968,7840,3
1086,9731,20
739,7306,20
2900,3560,9
1920,1489,15
2571,2650,12
2698,9298,19
921,5390,17
844,7002,14
2163,455,15
234,8379,16
2074,654,6
2321,1198,9
456,975,17
1557,3349,19
1281,7010,18
476,27,10
1909,5921,14
1655,3683,7
2202,9751,1
1278,4087,7
456,4868,14
2357,1195,2
1832,8324,16
1426,5732,15
1691,3124,3
65,4775,8
309,8130,17
925,3645,7
186,2314,2
2921,3194,15
2394,7137,2
290,8746,5
1440,9340,12
1830,4777,2
198,759,12
2396,7426,14
2976,2792,4
2997,5591,16
1299,3840,7
1247,4193,15
2971,5861,12
1692,9724,7
1430,5619,2
2463,6055,19
2754,1314,7
1655,6224,4
2416,2109,16
980,5219,7
1334,7231,18
1039,7319,20
38,437,17
2409,5014,8
1983,1808,18
2940,1625,9
2909,1406,9
639,6353,3
2678,1796,4
2445,4250,11
1405,9765,4
2670,8468,1
1009,1913,13
2768,2939,13
29,6504,14
2223,8230,19
2869,1891,5
334,5670,12
1484,3865,3
2508,6875,3
2964,3769,12
2753,522,11
2002,1703,10
1556,1662,8
2883,4484,6
353,3008,2
1306,3318,8
759,2652,19
1067,7846,20
1459,9605,19
1817,9960,11
2750,1582,8
2685,5600,18
1791,8712,1
442,5832,3
422,644,4
2968,9410,19
1264,1912,2
2484,9600,13
1801,3856,13
124,4339,7
1142,9080,7
2875,4174,2
2618,2666,2
494,9678,15
822,605,2
55,3837,1
1736,485,8
1061,4814,7
637,8802,1
444,6684,18
206,7857,6
924,6247,2
826,8456,4
2481,761,6
2445,1192,4
2752,6830,16
358,3344,19
1808,4301,3
68,3126,8
2651,9846,10
540,1604,9
1101,4022,3
2116,1903,8
210,8615,15
1245,7810,8
1607,568,5
1848,432,15
2875,7007,6
2323,3804,18
1331,6885,15
2921,3143,5
56,7436,19
2112,3417,11
1256,3540,11
2680,157,18
2677,705,11
85,8537,8
862,4856,16
2341,3836,3
104,6413,19
1495,5211,5
1553,1053,14
2168,2347,11
2604,3549,18
429,8866,11
2414,4581,15
310,8530,16
1664,8353,5
935,7160,19
2037,3296,3
652,46,5
639,587,18
2903,7423,16
1867,9203,4
2058,8554,1
2329,9918,1
1017,3256,9
786,9131,8
2541,1518,3
2166,1302,20
1607,1408,2
1325,2877,14
306,102,6
1723,1965,10
275,5760,5
1066,5107,17
1236,587,2
1321,2864,13
2104,9986,16
1414,9644,18
2237,4773,4
2466,4355,18
1792,4218,12
2048,8609,10
919,6866,8
1822,9208,10
356,3961,8
2886,4351,2
2363,555,11
1355,6069,16
89,1385,11
2495,9098,13
2237,127,1
2178,3017,8
147,111,10
320,5812,19
1221,3776,3
2495,3946,5
2635,4694,4
2128,3876,5
2665,5580,12
2875,169,13
2207,5064,18
2498,4914,20
2529,5012,1
891,5858,9
81,4395,10
1079,7321,9
58,9299,17
930,8721,11
1012,6110,13
749,2853,16
213,4483,19
2733,6652,7
1045,1995,19
1643,5056,9
696,5580,14
911,7011,17
1958,8810,19
2330,7205,17
461,4927,8
2383,7666,20
2045,5145,5
2239,6967,14
814,458,4
320,7929,13
384,3812,1
642,6020,3
1696,2462,9
1797,3162,6
923,7590,14
1278,5545,4
1434,8171,11
937,8947,8
2663,7728,13
854,2635,3
129,8454,15
2891,9463,18
834,5334,11
2360,8475,7
2994,9806,8
2514,9967,7
